"AHA_ID","Medicare_Provider_ID","Hospital_Name","System_member","System_ID","System_Name","Admissions_2011","HMA_Member","HMA_System_Name","HCAHPS.Answer.Percent.2011"
"6450195",521344,"Boscobel Area Health Care",NA,NA,NA,404,NA,NA,69
"6450200",520059,"Aurora Memorial Hospital of Burlington","Y","5992215","Aurora Health Care",2893,"Y","Advocate Aurora Health",69
"6450215",521317,"Calumet Medical Center",NA,NA,NA,633,"Y","Ascension",80
"6450235",521354,"Southwest Health Center","Y","5990585","HealthTech Management Services",952,NA,NA,69
"6450238",520205,"Midwest Orthopedic Specialty Hospital","Y","5996745","Wheaton Franciscan Healthcare",1288,"Y","Ascension",80
"6450239",520207,"Aurora Medical Center Grafton","Y","5992215","Aurora Health Care",4440,"Y","Advocate Aurora Health",76
"6450240",520017,"St. Joseph's Hospital","Y","5995355","Hospital Sisters Health System",3291,"Y","Hospital Sisters Health System",71
"6450243",520204,"Wheaton Franciscan Healthcare - Franklin","Y","5996745","Wheaton Franciscan Healthcare",1145,"Y","Ascension",84
"6450244",520051,"Columbia St. Mary's Hospital Milwaukee","Y","5990198","Ascension Health",12012,"Y","Ascension",74
"6450250",521338,"Columbus Community Hospital",NA,NA,NA,846,NA,NA,71
"6450261",521353,"Cumberland Memorial Hospital",NA,NA,NA,1230,NA,NA,77
"6450265",521312,"Memorial Hospital of Lafayette County",NA,NA,NA,428,"Y","UnityPoint Health",80
"6450280",521352,"Upland Hills Health",NA,NA,NA,1227,NA,NA,76
"6450300",521300,"Eagle River Memorial Hospital","Y","5995305","Marian Health System",481,"Y","Ascension",72
"6450310",520070,"Mayo Clinic Health System in Eau Claire","Y","5991875","Mayo Clinic Health System",11207,"Y","Mayo Clinic",73
"6450330",520013,"Sacred Heart Hospital","Y","5995355","Hospital Sisters Health System",9843,"Y","Hospital Sisters Health System",70
"6450340",521319,"Edgerton Hospital and Health Services",NA,NA,NA,349,NA,NA,79
"6450360",520102,"Aurora Lakeland Medical Center","Y","5992215","Aurora Health Care",3142,"Y","Advocate Aurora Health",66
"6450380",520088,"Agnesian HealthCare",NA,NA,NA,6572,"Y","SSM Health",68
"6450390",520071,"Fort HealthCare",NA,NA,NA,3114,NA,NA,67
"6450405",521309,"Moundview Memorial Hospital and Clinics",NA,NA,NA,265,NA,NA,63
"6450410",521331,"Burnett Medical Center",NA,NA,NA,582,NA,NA,66
"6450420",520049,"Bellin Memorial Hospital",NA,NA,NA,8556,NA,NA,72
"6450440",520097,"St. Mary's Hospital Medical Center","Y","5995355","Hospital Sisters Health System",4661,"Y","Hospital Sisters Health System",73
"6450450",520075,"St. Vincent Hospital","Y","5995355","Hospital Sisters Health System",9481,"Y","Hospital Sisters Health System",68
"6450470",520038,"Aurora Medical Center of Washington County","Y","5992215","Aurora Health Care",1857,"Y","Advocate Aurora Health",68
"6450485",521336,"Hayward Area Memorial Hospital and Nursing Home",NA,NA,NA,1062,NA,NA,73
"6450505",521304,"St. Joseph's Health Services",NA,NA,NA,307,NA,NA,60
"6450515",521335,"Hudson Hospital",NA,NA,NA,1653,NA,NA,74
"6450610",520021,"United Health System-Kenosha Campus",NA,NA,NA,10405,NA,NA,67
"6450680",520087,"Gundersen Lutheran Medical Center",NA,NA,NA,12955,NA,NA,70
"6450690",520004,"Mayo Clinic Health System - Franciscan Healthcare in La Crosse","Y","5991875","Mayo Clinic Health System",7401,"Y","Mayo Clinic",72
"6450745",521322,"Grant Regional Health Center","Y","5990585","HealthTech Management Services",608,NA,NA,72
"6450775",520089,"Meriter Hospital",NA,NA,NA,17972,"Y","UnityPoint Health",68
"6450810",520083,"St. Mary's Hospital","Y","5995455","SSM Health Care",21301,"Y","SSM Health",71
"6450820",520098,"University of Wisconsin Hospital and Clinics",NA,NA,NA,26767,NA,NA,66
"6450850",520113,"Bay Area Medical Center",NA,NA,NA,4405,NA,NA,68
"6450860",520037,"Saint Joseph's Hospital","Y","5995305","Marian Health System",17817,NA,NA,65
"6450880",520109,"Mile Bluff Medical Center",NA,NA,NA,1698,NA,NA,64
"6450892",521324,"Memorial Health Center","Y","5990519","Aspirus, Inc.",872,NA,NA,68
"6450905",520103,"Community Memorial Hospital",NA,NA,NA,9449,NA,NA,70
"6450935",521340,"Mayo Clinic Health System - Red Cedar in Menomonie","Y","5991875","Mayo Clinic Health System",1529,"Y","Mayo Clinic",73
"6450940",521339,"Ministry Good Samaritan Health Center","Y","5995305","Marian Health System",606,"Y","Ascension",67
"6451145",520078,"Wheaton Franciscan Healthcare - St. Francis","Y","5996745","Wheaton Franciscan Healthcare",7494,"Y","Ascension",64
"6451280",520028,"Monroe Clinic",NA,NA,NA,2814,"Y","SSM Health",71
"6451290",520045,"Theda Clark Medical Center","Y","5992445","ThedaCare, Inc.",8280,NA,NA,66
"6451300",521323,"Memorial Medical Center - Neillsville",NA,NA,NA,459,NA,NA,67
"6451320",521326,"New London Family Medical Center","Y","5992445","ThedaCare, Inc.",1003,NA,NA,59
"6451330",521345,"Westfields Hospital","Y","5990342","HealthPartners",1112,NA,NA,71
"6451335",520062,"Oconomowoc Memorial Hospital","Y","5990153","ProHealth Care, Inc.",2962,NA,NA,72
"6451370",521310,"Community Memorial Hospital",NA,NA,NA,951,"Y","Hospital Sisters Health System",70
"6451390",521318,"Osceola Medical Center",NA,NA,NA,705,NA,NA,70
"6451410",520048,"Mercy Medical Center",NA,NA,NA,5872,"Y","Ascension",70
"6451414",521302,"Mayo Clinic Health System - Oakridge in Osseo","Y","5991875","Mayo Clinic Health System",382,"Y","Mayo Clinic",73
"6451430",521325,"Flambeau Hospital","Y","5995305","Marian Health System",772,NA,NA,79
"6451490",520041,"Divine Savior Healthcare",NA,NA,NA,2355,NA,NA,67
"6451500",520027,"Columbia St. Mary's Ozaukee Hospital","Y","5990198","Ascension Health",6260,"Y","Ascension",65
"6451515",521330,"Prairie du Chien Memorial Hospital",NA,NA,NA,1116,NA,NA,76
"6451525",520095,"Sauk Prairie Memorial Hospital & Clinics",NA,NA,NA,1769,NA,NA,76
"6451580",520096,"Wheaton Franciscan Healthcare - All Saints","Y","5996745","Wheaton Franciscan Healthcare",15624,"Y","Ascension",68
"6451600",521351,"Reedsburg Area Medical Center",NA,NA,NA,1418,NA,NA,72
"6451615",520019,"Sacred Heart-St. Mary's Hospitals","Y","5995305","Marian Health System",3153,"Y","Ascension",70
"6451630",520011,"Lakeview Medical Center",NA,NA,NA,2413,NA,NA,74
"6451660",521341,"Richland Hospital",NA,NA,NA,1179,NA,NA,67
"6451670",521321,"Ripon Medical Center",NA,NA,NA,484,"Y","SSM Health",66
"6451675",521349,"River Falls Area Hospital","Y","5990041","Allina Health",1312,NA,NA,76
"6451695",521337,"St. Croix Regional Medical Center",NA,NA,NA,1848,NA,NA,73
"6451710",521346,"Shawano Medical Center","Y","5992445","ThedaCare, Inc.",1896,NA,NA,69
"6451720",520044,"St. Nicholas Hospital","Y","5995355","Hospital Sisters Health System",2795,"Y","Hospital Sisters Health System",63
"6451740",520035,"Aurora Sheboygan Memorial Medical Center","Y","5992215","Aurora Health Care",4983,"Y","Advocate Aurora Health",70
"6451790",521305,"Mayo Clinic Health System - Franciscan Healthcare in Sparta","Y","5991875","Mayo Clinic Health System",306,"Y","Mayo Clinic",66
"6451795",521332,"Spooner Health System","Y","5990585","HealthTech Management Services",786,NA,NA,80
"6451800",521311,"Our Lady of Victory Hospital","Y","5995305","Marian Health System",387,"Y","Ascension",71
"6451830",520002,"Ministry Saint Michael's Hospital","Y","5995305","Marian Health System",4422,"Y","Ascension",69
"6451840",521343,"Stoughton Hospital Association",NA,NA,NA,1103,NA,NA,72
"6451850",521358,"Ministry Door County Medical Center","Y","5995305","Marian Health System",1791,NA,NA,79
"6451895",521320,"Tomah Memorial Hospital","Y","5990585","HealthTech Management Services",970,NA,NA,68
"6451910",521313,"Sacred Heart Hospital",NA,NA,NA,429,"Y","Ascension",81
"6451920",520034,"Aurora Medical Center - Manitowoc County","Y","5992215","Aurora Health Care",2264,"Y","Advocate Aurora Health",73
"6451960",521348,"Vernon Memorial Healthcare",NA,NA,NA,1409,NA,NA,77
"6451995",520116,"Watertown Regional Medical Center",NA,NA,NA,1801,NA,NA,72
"6452020",520008,"Waukesha Memorial Hospital","Y","5990153","ProHealth Care, Inc.",15604,NA,NA,70
"6452035",521334,"Riverside Medical Center","Y","5992445","ThedaCare, Inc.",1158,NA,NA,68
"6452055",521327,"Waupun Memorial Hospital",NA,NA,NA,1063,"Y","SSM Health",73
"6452085",520030,"Aspirus Wausau Hospital","Y","5990519","Aspirus, Inc.",13550,NA,NA,67
"6452115",520177,"Froedtert Memorial Lutheran Hospital",NA,NA,NA,28439,NA,NA,72
"6452165",520139,"Aurora West Allis Medical Center","Y","5992215","Aurora Health Care",12752,"Y","Advocate Aurora Health",68
"6452170",520063,"St. Joseph's Community Hospital of West Bend",NA,NA,NA,3871,NA,NA,70
"6452250",521303,"Wild Rose Community Memorial Hospital",NA,NA,NA,515,NA,NA,80
"6452290",520033,"Riverview Hospital Association",NA,NA,NA,2687,NA,NA,73
"6452305",520091,"Howard Young Medical Center","Y","5995305","Marian Health System",2888,"Y","Ascension",69
"6510003",180038,"Owensboro Medical Health System",NA,NA,NA,18349,NA,NA,72
"6510006",180139,"Kentucky River Medical Center","Y","5990080","Community Health Systems, Inc.",3255,NA,NA,72
"6510007",180013,"Medical Center at Bowling Green","Y","5990520","Commonwealth Health Corporation",16346,NA,NA,70
"6510040",180009,"King's Daughters Medical Center",NA,NA,NA,23447,NA,NA,75
"6510042",180036,"Our Lady of Bellefonte Hospital","Y","5995085","Bon Secours Health System, Inc.",7398,"Y","Bon Secours Health System",76
"6510048",180025,"Flaget Memorial Hospital","Y","5990092","Catholic Health Initiatives",2525,"N","Catholic Health Initiatives",76
"6510050",181329,"Saint Joseph Berea","Y","5990092","Catholic Health Initiatives",1207,"N","Catholic Health Initiatives",73
"6510065",180124,"Greenview Regional Hospital","Y","5990048","HCA",4224,"Y","HCA Healthcare",72
"6510073",181304,"Trigg County Hospital",NA,NA,NA,600,NA,NA,72
"6510075",180149,"Westlake Regional Hospital",NA,NA,NA,1840,NA,NA,98
"6510076",180087,"Taylor Regional Hospital","Y","5990052","Jewish Hospital & St. Mary's HealthCare",3059,"N","Catholic Health Initiatives",71
"6510088",180080,"Baptist Regional Medical Center","Y","5990315","Baptist Healthcare System",10185,NA,NA,69
"6510110",180035,"St. Elizabeth Edgewood","Y","5990618","St. Elizabeth Healthcare",29308,NA,NA,71
"6510120",180045,"St. Elizabeth Florence","Y","5990618","St. Elizabeth Healthcare",9125,NA,NA,68
"6510130",180079,"Harrison Memorial Hospital",NA,NA,NA,1849,NA,NA,74
"6510140",180048,"Ephraim McDowell Regional Medical Center",NA,NA,NA,7490,NA,NA,71
"6510165",180012,"Hardin Memorial Hospital","Y","5990315","Baptist Healthcare System",13025,NA,NA,70
"6510172",180053,"Fleming County Hospital","Y","5990002","QHR",1473,NA,NA,67
"6510184",180001,"St. Elizabeth Fort Thomas","Y","5990618","St. Elizabeth Healthcare",7612,NA,NA,69
"6510195",180127,"Frankfort Regional Medical Center","Y","5990048","HCA",4418,"Y","HCA Healthcare",72
"6510220",180117,"Parkway Regional Hospital","Y","5990080","Community Health Systems, Inc.",2342,NA,NA,76
"6510230",180101,"Georgetown Community Hospital","Y","5990180","LifePoint Hospitals, Inc.",2024,NA,NA,74
"6510240",180017,"T. J. Samson Community Hospital",NA,NA,NA,6403,NA,NA,69
"6510260",180004,"Muhlenberg Community Hospital","Y","5990317","Alliant Management Services",2328,NA,NA,74
"6510275",180050,"Harlan ARH Hospital","Y","5990145","Appalachian Regional Healthcare, Inc.",5350,NA,NA,70
"6510283",181323,"Ohio County Hospital","Y","5990002","QHR",1086,NA,NA,76
"6510287",180029,"Hazard ARH Regional Medical Center","Y","5990145","Appalachian Regional Healthcare, Inc.",13803,NA,NA,72
"6510320",180056,"Methodist Hospital",NA,NA,NA,5435,NA,NA,70
"6510330",180051,"Jennie Stuart Medical Center","Y","5990002","QHR",6651,NA,NA,63
"6510355",181301,"Marcum and Wallace Memorial Hospital","Y","5995155","Catholic Health Partners",842,"Y","Mercy Health(formerly Catholic Health Partners, OH)",75
"6510365",180130,"Baptist Hospital East","Y","5990315","Baptist Healthcare System",29405,NA,NA,71
"6510373",180138,"Baptist Hospital Northeast","Y","5990315","Baptist Healthcare System",3228,NA,NA,72
"6510400",180024,"Spring View Hospital","Y","5990180","LifePoint Hospitals, Inc.",1734,NA,NA,76
"6510403",180070,"Twin Lakes Regional Medical Center","Y","5990317","Alliant Management Services",2432,NA,NA,67
"6510407",180103,"Central Baptist Hospital","Y","5990315","Baptist Healthcare System",18198,NA,NA,73
"6510435",180143,"Saint Joseph East","Y","5990092","Catholic Health Initiatives",8397,"N","Catholic Health Initiatives",66
"6510440",180010,"Saint Joseph Hospital","Y","5990092","Catholic Health Initiatives",17345,"N","Catholic Health Initiatives",71
"6510455",180067,"University of Kentucky Albert B. Chandler Hospital","Y","5990390","UK HealthCare",24562,NA,NA,68
"6510475",180011,"Saint Joseph - London","Y","5990092","Catholic Health Initiatives",5636,"N","Catholic Health Initiatives",75
"6510477",180128,"Three Rivers Medical Center","Y","5990080","Community Health Systems, Inc.",3436,NA,NA,71
"6510488",180088,"Norton Hospital","Y","5992285","Norton Healthcare",16789,"Y","Norton Healthcare",70
"6510510",180040,"Jewish Hospital","Y","5990052","Jewish Hospital & St. Mary's HealthCare",18744,"N","Catholic Health Initiatives",62
"6510550",180141,"University of Louisville Hospital",NA,NA,NA,17401,NA,NA,66
"6510670",180093,"Regional Medical Center of Hopkins County",NA,NA,NA,8249,NA,NA,73
"6510680",180095,"Crittenden County Hospital",NA,NA,NA,1543,NA,NA,68
"6510685",181305,"Saint Joseph - Martin","Y","5990092","Catholic Health Initiatives",901,"N","Catholic Health Initiatives",79
"6510695",180116,"Jackson Purchase Medical Center","Y","5990180","LifePoint Hospitals, Inc.",4068,NA,NA,70
"6510710",180019,"Meadowview Regional Medical Center","Y","5990180","LifePoint Hospitals, Inc.",4090,NA,NA,73
"6510712",181331,"McDowell ARH Hospital","Y","5990145","Appalachian Regional Healthcare, Inc.",893,NA,NA,74
"6510715",180020,"Middlesboro ARH Hospital","Y","5990145","Appalachian Regional Healthcare, Inc.",3131,NA,NA,68
"6510717",180018,"St. Claire Regional Medical Center",NA,NA,NA,5239,NA,NA,67
"6510732",181306,"Methodist Hospital Union County",NA,NA,NA,804,NA,NA,73
"6510740",180064,"Saint Joseph Mount Sterling","Y","5990092","Catholic Health Initiatives",1922,"N","Catholic Health Initiatives",74
"6510745",180115,"Rockcastle Regional Hospital and Respiratory Care Center",NA,NA,NA,1158,NA,NA,68
"6510750",180027,"Murray-Calloway County Hospital",NA,NA,NA,5380,NA,NA,70
"6510810",180102,"Lourdes Hospital","Y","5995155","Catholic Health Partners",11365,"Y","Mercy Health(formerly Catholic Health Partners, OH)",72
"6510815",180104,"Western Baptist Hospital","Y","5990315","Baptist Healthcare System",15390,NA,NA,70
"6510830",180078,"Paul B. Hall Regional Medical Center","Y","5991775","Health Management Associates",3301,NA,NA,61
"6510834",180046,"Bourbon Community Hospital","Y","5990180","LifePoint Hospitals, Inc.",1904,NA,NA,70
"6510860",180044,"Pikeville Medical Center",NA,NA,NA,10830,NA,NA,73
"6510870",180021,"Pineville Community Hospital Association",NA,NA,NA,3358,NA,NA,70
"6510873",180005,"Highlands Regional Medical Center",NA,NA,NA,6838,NA,NA,71
"6510900",180049,"Pattie A. Clay Regional Medical Center","Y","5990315","Baptist Healthcare System",3439,NA,NA,70
"6510915",180066,"Logan Memorial Hospital","Y","5990180","LifePoint Hospitals, Inc.",1562,NA,NA,75
"6510920",180016,"Jewish Hospital-Shelbyville","Y","5990052","Jewish Hospital & St. Mary's HealthCare",1750,"N","Catholic Health Initiatives",65
"6510935",180069,"Williamson ARH Hospital","Y","5990145","Appalachian Regional Healthcare, Inc.",3196,NA,NA,72
"6510938",181315,"Ephraim McDowell Fort Logan Hospital",NA,NA,NA,874,NA,NA,64
"6510940",180132,"Lake Cumberland Regional Hospital","Y","5990180","LifePoint Hospitals, Inc.",12844,NA,NA,69
"6510947",180105,"Monroe County Medical Center","Y","5990002","QHR",2117,NA,NA,72
"6510950",181308,"Bluegrass Community Hospital","Y","5990180","LifePoint Hospitals, Inc.",443,NA,NA,74
"6510960",181307,"Morgan County ARH Hospital","Y","5990145","Appalachian Regional Healthcare, Inc.",721,NA,NA,75
"6510967",180002,"Whitesburg ARH Hospital","Y","5990145","Appalachian Regional Healthcare, Inc.",3581,NA,NA,77
"6510969",181311,"St. Elizabeth Grant","Y","5990618","St. Elizabeth Healthcare",490,NA,NA,85
"6510970",180092,"Clark Regional Medical Center","Y","5990180","LifePoint Hospitals, Inc.",3254,NA,NA,69
"6511000",181330,"Russell County Hospital","Y","5990317","Alliant Management Services",976,NA,NA,77
"6519001",180106,"Clinton County Hospital",NA,NA,NA,2231,NA,NA,77
"6519065",180043,"Manchester Memorial Hospital","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",4469,"Y","Advent Health (formerly Adventist Health System (FL))",69
"6520001",441311,"Tristar Ashland City Medical Center","Y","5990048","HCA",182,"Y","HCA Healthcare",74
"6520002",440161,"Tristar Centennial Medical Center","Y","5990048","HCA",23139,"Y","HCA Healthcare",73
"6520004",440193,"University Medical Center","Y","5991775","Health Management Associates",6938,NA,NA,68
"6520005",440151,"River Park Hospital","Y","5990337","Capella Healthcare",3837,"Y","Ascension",68
"6520010",440068,"Athens Regional Medical Center","Y","5990180","LifePoint Hospitals, Inc.",2299,NA,NA,70
"6520012",441307,"Riverview Regional Medical Center South","Y","5990180","LifePoint Hospitals, Inc.",193,NA,NA,91
"6520015",440156,"Parkridge Medical Center","Y","5990048","HCA",14481,"Y","HCA Healthcare",71
"6520016",440176,"Indian Path Medical Center","Y","5990167","Mountain States Health Alliance",6823,NA,NA,70
"6520017",440141,"Cumberland River Hospital",NA,NA,NA,959,NA,NA,68
"6520019",440091,"Memorial Health Care System","Y","5990092","Catholic Health Initiatives",21179,"N","Catholic Health Initiatives",76
"6520028",440227,"TriStar StoneCrest Medical Center","Y","5990048","HCA",4597,"Y","HCA Healthcare",68
"6520029",440228,"Saint Francis Hospital-Bartlett","Y","5990063","TENET Healthcare Corporation",5998,"Y","Tenet Healthcare",69
"6520032",440218,"The Center for Spinal Surgery",NA,NA,NA,1204,"Y","Ascension",84
"6520035",440181,"Bolivar General Hospital","Y","5990004","West Tennessee Healthcare",342,NA,NA,63
"6520040",440012,"Wellmont Bristol Regional Medical Center","Y","5990188","Wellmont Health System",15970,NA,NA,70
"6520042",441313,"Wellmont Hancock County Hospital","Y","5990188","Wellmont Health System",314,NA,NA,86
"6520043",440150,"TriStar Summit Medical Center","Y","5990048","HCA",9916,"Y","HCA Healthcare",71
"6520046",440185,"Skyridge Medical Center","Y","5990080","Community Health Systems, Inc.",9483,NA,NA,71
"6520055",440174,"Haywood Park Community Hospital","Y","5990080","Community Health Systems, Inc.",816,NA,NA,73
"6520065",440104,"Erlanger Medical Center","Y","5990525","Erlanger Health System",27705,NA,NA,71
"6520066",441316,"Camden General Hospital","Y","5990004","West Tennessee Healthcare",354,NA,NA,77
"6520067",440186,"Riverview Regional Medical Center North","Y","5990180","LifePoint Hospitals, Inc.",1430,NA,NA,70
"6520175",440035,"Gateway Medical Center","Y","5990080","Community Health Systems, Inc.",11885,NA,NA,69
"6520209",440073,"Maury Regional Hospital",NA,NA,NA,13819,NA,NA,79
"6520212",440059,"Cookeville Regional Medical Center",NA,NA,NA,11185,NA,NA,71
"6520214",440131,"Baptist Memorial Hospital-Tipton","Y","5991625","Baptist Memorial Health Care Corporation",1515,NA,NA,73
"6520215",440009,"Cumberland Medical Center",NA,NA,NA,6045,NA,NA,69
"6520225",441310,"Rhea Medical Center","Y","5990002","QHR",1152,NA,NA,70
"6520230",440046,"TriStar Horizon Medical Center","Y","5990048","HCA",4380,"Y","HCA Healthcare",72
"6520253",440018,"Sycamore Shoals Hospital","Y","5990167","Mountain States Health Alliance",3641,NA,NA,76
"6520254",440072,"Dyersburg Regional Medical Center","Y","5990080","Community Health Systems, Inc.",5298,NA,NA,70
"6520270",440001,"Unicoi County Memorial Hospital",NA,NA,NA,1318,NA,NA,68
"6520271",440054,"Woods Memorial Hospital","Y","5990180","LifePoint Hospitals, Inc.",1670,NA,NA,80
"6520280",440102,"Lincoln County Health System","Y","5990002","QHR",2283,NA,NA,64
"6520294",440029,"Williamson Medical Center",NA,NA,NA,9124,NA,NA,73
"6520297",440003,"Sumner Regional Medical Center","Y","5990180","LifePoint Hospitals, Inc.",6710,NA,NA,70
"6520320",440025,"Laughlin Memorial Hospital",NA,NA,NA,3588,NA,NA,67
"6520340",440050,"Takoma Regional Hospital","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",2275,NA,NA,72
"6520350",440031,"Roane Medical Center","Y","5990123","Covenant Health",1973,NA,NA,72
"6520353",441301,"Trousdale Medical Center","Y","5990180","LifePoint Hospitals, Inc.",683,NA,NA,73
"6520365",440115,"Humboldt General Hospital","Y","5990004","West Tennessee Healthcare",668,NA,NA,82
"6520410",440189,"Regional Hospital of Jackson","Y","5990080","Community Health Systems, Inc.",6383,NA,NA,72
"6520415",440083,"Jamestown Regional Medical Center","Y","5991775","Health Management Associates",2738,NA,NA,69
"6520421",440056,"Tenneva-Jefferson Memorial Hospital","Y","5991775","Health Management Associates",1904,NA,NA,64
"6520445",440180,"Jellico Community Hospital","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",1765,NA,NA,60
"6520466",440063,"Johnson City Medical Center","Y","5990167","Mountain States Health Alliance",26079,NA,NA,68
"6520470",440017,"Wellmont Holston Valley Medical Center","Y","5990188","Wellmont Health System",19313,NA,NA,72
"6520485",440184,"Franklin Woods Community Hospital","Y","5990167","Mountain States Health Alliance",4476,NA,NA,77
"6520510",440125,"Fort Sanders Regional Medical Center","Y","5990123","Covenant Health",16621,NA,NA,76
"6520530",440173,"Parkwest Medical Center","Y","5990123","Covenant Health",17058,NA,NA,75
"6520550",440120,"Physicians Regional Medical Center","Y","5991775","Health Management Associates",4097,NA,NA,72
"6520575",440015,"The University of Tennessee Medical Center",NA,NA,NA,23629,NA,NA,73
"6520580",440033,"LaFollette Medical Center","Y","5991775","Health Management Associates",3033,NA,NA,75
"6520590",440175,"Crockett Hospital","Y","5990180","LifePoint Hospitals, Inc.",2773,NA,NA,72
"6520647",440008,"Henderson County Community Hospital","Y","5990080","Community Health Systems, Inc.",934,NA,NA,76
"6520648",440187,"Livingston Regional Hospital","Y","5990180","LifePoint Hospitals, Inc.",3285,NA,NA,70
"6520649",440040,"Perry Community Hospital",NA,NA,NA,891,NA,NA,39
"6520650",440110,"Fort Loudoun Medical Center","Y","5990123","Covenant Health",1817,NA,NA,72
"6520665",440007,"United Regional Medical Center",NA,NA,NA,1328,NA,NA,76
"6520668",440061,"Volunteer Community Hospital","Y","5990080","Community Health Systems, Inc.",2582,NA,NA,75
"6520670",440011,"Blount Memorial Hospital",NA,NA,NA,13293,NA,NA,66
"6520675",440182,"McKenzie Regional Hospital","Y","5990080","Community Health Systems, Inc.",1726,NA,NA,70
"6520681",440048,"Baptist Memorial Hospital - Memphis","Y","5991625","Baptist Memorial Health Care Corporation",26972,NA,NA,67
"6520695",440152,"Regional Medical Center at Memphis",NA,NA,NA,13258,"Y","Regional One Health",63
"6520745",440194,"TriStar Hendersonville Medical Center","Y","5990048","HCA",4718,"Y","HCA Healthcare",71
"6520785",440049,"Methodist Healthcare Memphis Hospitals","Y","5999345","Methodist Le Bonheur Healthcare",62229,"Y","Methodist Le Bonheur Healthcare",72
"6520805",440159,"Delta Medical Center",NA,NA,NA,4374,NA,NA,70
"6520812",440183,"Saint Francis Hospital","Y","5990063","TENET Healthcare Corporation",15703,"Y","Tenet Healthcare",70
"6520885",440060,"Milan General Hospital","Y","5990004","West Tennessee Healthcare",315,NA,NA,84
"6520895",440030,"Morristown-Hamblen Healthcare System","Y","5990123","Covenant Health",4633,NA,NA,69
"6520900",440067,"Lakeway Regional Hospital","Y","5990080","Community Health Systems, Inc.",3636,NA,NA,64
"6520920",440053,"Middle Tennessee Medical Center","Y","5990198","Ascension Health",13818,"Y","Ascension",67
"6520935",440133,"Baptist Hospital","Y","5990198","Ascension Health",20576,"Y","Ascension",65
"6521010",440111,"Nashville General Hospital",NA,NA,NA,4580,NA,NA,71
"6521020",440006,"TriStar Skyline Medical Center","Y","5990048","HCA",12307,"Y","HCA Healthcare",70
"6521035",440197,"TriStar Southern Hills Medical Center","Y","5990048","HCA",3553,"Y","HCA Healthcare",68
"6521040",440082,"Saint Thomas Hospital","Y","5990198","Ascension Health",22046,"Y","Ascension",77
"6521060",440039,"Vanderbilt Hospital and Clinics","Y","5990387","Vanderbilt Healthcare",49174,"Y","Vanderbilt University Medical Center",71
"6521072",440153,"Newport Medical Center","Y","5991775","Health Management Associates",2028,NA,NA,67
"6521080",440034,"Methodist Medical Center of Oak Ridge","Y","5990123","Covenant Health",11108,NA,NA,70
"6521095",440132,"Henry County Medical Center",NA,NA,NA,4392,NA,NA,70
"6521111",440070,"Decatur County General Hospital",NA,NA,NA,961,NA,NA,77
"6521135",440020,"Hillside Hospital","Y","5990180","LifePoint Hospitals, Inc.",1473,NA,NA,67
"6521158",440032,"Wellmont Hawkins County Memorial Hospital","Y","5990188","Wellmont Health System",1603,NA,NA,77
"6521165",440109,"Hardin Medical Center",NA,NA,NA,1893,NA,NA,70
"6521167",440051,"McNairy Regional Hospital","Y","5990080","Community Health Systems, Inc.",1636,NA,NA,70
"6521170",440081,"LeConte Medical Center","Y","5990123","Covenant Health",3856,NA,NA,68
"6521180",440168,"Methodist Healthcare-Fayette Hospital","Y","5999345","Methodist Le Bonheur Healthcare",308,NA,NA,80
"6521185",440058,"Southern Tennessee Medical Center","Y","5990180","LifePoint Hospitals, Inc.",6101,NA,NA,71
"6521195",440137,"Heritage Medical Center","Y","5990080","Community Health Systems, Inc.",3033,NA,NA,71
"6521205",440064,"Grandview Medical Center","Y","5990337","Capella Healthcare",2356,NA,NA,73
"6521207",440192,"Highlands Medical Center","Y","5990337","Capella Healthcare",1485,"Y","Ascension",68
"6521210",440065,"Northcrest Medical Center",NA,NA,NA,4543,NA,NA,73
"6521220",440084,"Sweetwater Hospital",NA,NA,NA,2135,NA,NA,67
"6521222",440057,"Claiborne County Hospital",NA,NA,NA,2067,NA,NA,66
"6521223",440047,"Gibson General Hospital","Y","5990004","West Tennessee Healthcare",384,NA,NA,80
"6521224",440144,"Harton Regional Medical Center","Y","5991775","Health Management Associates",4943,NA,NA,62
"6521225",440130,"Baptist Memorial Hospital-Union City","Y","5991625","Baptist Memorial Health Care Corporation",2898,NA,NA,77
"6521234",440010,"Wayne Medical Center",NA,NA,NA,1034,NA,NA,82
"6521260",440200,"Stones River Hospital","Y","5990337","Capella Healthcare",1168,"Y","Ascension",64
"6524010",440002,"Jackson-Madison County General Hospital","Y","5990004","West Tennessee Healthcare",27132,NA,NA,69
"6529075",440016,"Baptist Memorial Hospital-Huntingdon","Y","5991625","Baptist Memorial Health Care Corporation",845,NA,NA,77
"6529160",440148,"DeKalb Community Hospital","Y","5990337","Capella Healthcare",1699,"Y","Ascension",73
"6530002",10010,"Marshall Medical Center North","Y","5991975","Marshall Health System",4754,NA,NA,74
"6530006",10113,"Mobile Infirmary Medical Center","Y","5992025","Infirmary Health System",28419,NA,NA,71
"6530010",10016,"Shelby Baptist Medical Center","Y","5990345","Baptist Health System",10724,"Y","Tenet Healthcare",70
"6530011",10085,"Decatur General Hospital",NA,NA,NA,8298,NA,NA,73
