"Year","AHA ID","Medicare Provider ID","Hospital Name","Address 1 (physical)","City Name (physical)","State (physical)","Zip code (physical)","NPI number","Control / Ownership Type","Beginning of reporting period","Days open during reporting period","End of reporting period","Open 12 full months before end of reporting period","System member","System ID","System Name","System City","System State","System Zip","Admissions (est.)","Admissions",
"2016","653090A","010157","Shoals Hospital","201 Avalon Avenue","Muscle Shoals","AL","35661-2805","","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","Y","5990996","RCCH HealthCare Partners","Brentwood","TN","37027-1042","Reported","3104",
"2016","6530910","010101","Citizens Baptist Medical Center","604 Stone Avenue","Talladega","AL","35160-2217","1629166194","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990919","TENET Healthcare Corporation","Dallas","TX","75202-2703","Reported","2669",
"2016","6530950","014007","Bryce Hospital","200 University Boulevard","Tuscaloosa","AL","35401-1294","","Govt. (non federal) - State","","0","","","","","","","","","Estimated","1694",
"2016","653095A","010126","Troy Regional Medical Center","1330 Highway 231 South","Troy","AL","36081-3058","","Govt. (non federal) - Hospital district","1/1/2016","366","12/31/2016","Y","","","","","","","Reported","1653",
"2016","6530960","010092","DCH Regional Medical Center","809 University Boulevard East","Tuscaloosa","AL","35401-2029","1841394418","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","Y","5991825","DCH Health System","Tuscaloosa","AL","35401-2029","Reported","41447",
"2016","6530990","","Tuscaloosa Veterans Affairs Medical Center","3701 Loop Road East","Tuscaloosa","AL","35404-5015","1801846126","Govt. (federal) - Veterans' Affairs","","0","","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001","Estimated","1489",
"2016","6531013","010110","Bullock County Hospital","102 West Conecuh Avenue","Union Springs","AL","36089-1303","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1377",
"2016","6531017","010097","Elmore Community Hospital","500 Hospital Drive","Wetumpka","AL","36092-1625","","Investor-owned; for-profit - Partnership","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","748",
"2016","6531025","","Bradford Health Services at Warrior Lodge","1189 Allbritt Road","Warrior","AL","35180","","Investor-owned; for-profit - Corporation","","0","","","Y","5992455","Bradford Health Services","Birmingham","AL","35205-2853","Estimated","2812",
"2016","6531027","010086","Northwest Medical Center","1530 U S Highway 43","Winfield","AL","35594-5056","1750495941","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990960","Curae Health","Clinton","TN","37716-3632","Reported","1482",
"2016","6531040","010138","Hill Hospital of Sumter County","751 Derby Drive","York","AL","36925-2121","","Nongovt. (not-for-profit) - Other","","0","","","","","","","","","Estimated","420",
"2016","6531780","","Bradford Health Services at Huntsville","1600 Browns Ferry Road","Madison","AL","35758-9601","","Investor-owned; for-profit - Corporation","","0","","","Y","5992455","Bradford Health Services","Birmingham","AL","35205-2853","Estimated","2362",
"2016","6534001","010125","Lakeland Community Hospital","Highway 195 East","Haleyville","AL","35565-9536","1275600967","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990960","Curae Health","Clinton","TN","37716-3632","Reported","1542",
"2016","6539015","010109","Pickens County Medical Center","241 Robert K Wilson Drive","Carrollton","AL","35447","","Govt. (non federal) - County","","0","","","","","","","","","Estimated","1314",
"2016","6539030","","J. Paul Jones Hospital","317 McWilliams Avenue","Camden","AL","36726-1610","","Govt. (non federal) - City-county","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","184",
"2016","6539110","010059","Lawrence Medical Center","202 Hospital Street","Moulton","AL","35650-1218","1568453389","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","Y","5990117","Huntsville Hospital Health System","Huntsville","AL","35801-4421","Reported","636",
"2016","6539120","011302","Red Bay Hospital","211 Hospital Road","Red Bay","AL","35582-3858","1073601043","Govt. (non federal) - Hospital district","7/1/2015","366","6/30/2016","Y","Y","5990117","Huntsville Hospital Health System","Huntsville","AL","35801-4421","Reported","373",
"2016","6539160","010032","Wedowee Hospital","209 North Main Street","Wedowee","AL","36278-7428","","Nongovt. (not-for-profit) - Church Operated","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","347",
"2016","6540001","250100","Baptist Memorial Hospital-Golden Triangle","2520 Fifth Street North","Columbus","MS","39705-2095","","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5991625","Baptist Memorial Health Care Corporation","Memphis","TN","38120-2177","Reported","8885",
"2016","6540002","252003","Select Specialty Hospital - Belhaven","1225 North State Street","Jackson","MS","39202-2097","1407886146","Investor-owned; for-profit - Corporation","9/1/2015","366","8/31/2016","Y","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Reported","227",
"2016","6540004","250001","University of Mississippi Medical Center","2500 North State Street","Jackson","MS","39216-4505","1154317527","Govt. (non federal) - State","7/1/2015","366","6/30/2016","Y","Y","5990915","University Hospitals and Health System","Jackson","MS","39216-4500","Reported","30886",
"2016","6540005","251303","Stone County Hospital","1434 East Central Avenue","Wiggins","MS","39577-9602","1386654309","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","577",
"2016","6540006","254010","Mississippi State Hospital","3550 Highway 468 West","Whitfield","MS","39193-5529","1467573543","Govt. (non federal) - State","7/1/2015","366","6/30/2016","Y","Y","5990017","Mississippi State Department of Mental Health","Jackson","MS","39201-1101","Reported","2184",
"2016","6540007","250102","Mississippi Baptist Medical Center","1225 North State Street","Jackson","MS","39202-2064","1710909585","Nongovt. (not-for-profit) - Other","9/1/2015","366","8/31/2016","Y","Y","5991625","Baptist Memorial Health Care Corporation","Memphis","TN","38120-2177","Reported","20147",
"2016","6540009","254009","North Mississippi State Hospital","1937 Briar Ridge Road","Tupelo","MS","38804-5963","1114054301","Govt. (non federal) - State","10/1/2015","366","9/30/2016","Y","Y","5990017","Mississippi State Department of Mental Health","Jackson","MS","39201-1101","Reported","577",
"2016","6540010","251302","Pioneer Community Hospital of Aberdeen","400 South Chestnut Street","Aberdeen","MS","39730-3335","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990326","Pioneer Health Services","Magee","MS","39111-5501","Reported","829",
"2016","6540011","252004","Specialty Hospital of Meridian","1314 19th Avenue","Meridian","MS","39301-4116","1003873225","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990220","Rush Health Systems","Meridian","MS","39301-4116","Reported","592",
"2016","6540013","254008","South Mississippi State Hospital","823 Highway 589","Purvis","MS","39475-4194","1457330995","Govt. (non federal) - State","7/1/2015","366","6/30/2016","Y","Y","5990017","Mississippi State Department of Mental Health","Jackson","MS","39201-1101","Reported","693",
"2016","6540014","251323","Scott Regional Hospital","317 Highway 13 South","Morton","MS","39117-3353","1134278435","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990220","Rush Health Systems","Meridian","MS","39301-4116","Reported","375",
"2016","6540015","251334","Choctaw Regional Medical Center","311 West Cherry Street","Ackerman","MS","39735-8708","1509147216","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","367",
"2016","6540016","254007","Brentwood Behavioral HealthCare of Mississippi","3531 East Lakeland Drive","Jackson","MS","39232-8839","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121","Reported","2771",
"2016","6540019","250031","Merit Health River Region","2100 Highway 61 North","Vicksburg","MS","39183-8211","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Reported","7308",
"2016","6540020","250025","Gilmore Memorial Hospital","1105 Earl Frye Boulevard","Amory","MS","38821-5500","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990960","Curae Health","Clinton","TN","37716-3632","Reported","2601",
"2016","6540021","250040","Singing River Health System","2809 Denny Avenue","Pascagoula","MS","39581-5301","1124136593","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","16240",
"2016","6540022","252006","Regency Hospital of Meridian","1102 Constitution Avenue, 2nd Floor","Meridian","MS","39301-4001","1952303778","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Reported","363",
"2016","6540023","252009","Regency Hospital of Hattiesburg","6051 U S Highway 49, 5th Floor","Hattiesburg","MS","39401-6031","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Reported","403",
"2016","6540024","252008","Promise Hospital of Vicksburg","1111 North Frontage Road, 2nd Floor","Vicksburg","MS","39180-5102","1932168416","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990230","Promise Healthcare","Boca Raton","FL","33431-4477","Reported","370",
"2016","6540027","252007","Select Specialty Hospital-Jackson","5903 Ridgewood Road, Suite 100","Jackson","MS","39211-3700","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Reported","589",
"2016","6540028","252010","AMG Specialty Hospital-Greenwood","1401 River Road Floor 2","Greenwood","MS","38930-4030","1619109535","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990644","AMG Integrated Healthcare Management","Lafayette","LA","70508-3144","Reported","307",
"2016","6540029","252005","Select Specialty Hospital-Gulfport","1520 Broad Avenue, Suite 300","Gulfport","MS","39501-3601","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Reported","386",
"2016","6540030","251329","Greene County Hospital","1017 Jackson Avenue","Leakesville","MS","39451-9105","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","154",
"2016","6540032","250082","Delta Regional Medical Center","1400 East Union Street","Greenville","MS","38704-5247","1306921887","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","6591",
"2016","6540036","250018","Jasper General Hospital","15 'A' South Sixth Street","Bay Springs","MS","39422-9738","1396730164","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","143",
"2016","6540037","250162","Hancock Medical Center","149 Drinkwater Boulevard","Bay Saint Louis","MS","39520-1658","1588629968","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","Y","5990359","Ochsner Health System","New Orleans","LA","70121-2429","Reported","1833",
"2016","6540049","250007","Merit Health Biloxi","150 Reynoir Street","Biloxi","MS","39530-4199","1972557064","Investor-owned; for-profit - Corporation","","0","","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Estimated","7582",
"2016","6540060","","U. S. Air Force Medical Center Keesler","301 Fisher Street, Room 1A132","Keesler AFB","MS","39534-2519","","Govt. (federal) - Air Force","","0","","","Y","5999495","Department of the Air Force","Washington","DC","20330-1420","Estimated","3443",
"2016","6540070","","Veterans Affairs Gulf Coast Veterans Health Care System","400 Veterans Avenue","Biloxi","MS","39531-2410","","Govt. (federal) - Veterans' Affairs","","0","","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001","Estimated","6524",
"2016","6540080","250044","Baptist Memorial Hospital-Booneville","100 Hospital Street","Booneville","MS","38829-3359","1396709978","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5991625","Baptist Memorial Health Care Corporation","Memphis","TN","38120-2177","Reported","993",
"2016","6540100","250096","Merit Health Rankin","350 Crossgates Boulevard","Brandon","MS","39042-2698","1205882669","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Reported","2257",
"2016","6540110","250057","King's Daughters Medical Center","427 Highway 51 North","Brookhaven","MS","39601-2350","1972503464","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990002","QHR","Brentwood","TN","37027","Reported","4190",
"2016","6540116","251331","Baptist Memorial Hospital - Calhoun","140 Burke-Calhoun City Road","Calhoun City","MS","38916-9690","1801042205","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5991625","Baptist Memorial Health Care Corporation","Memphis","TN","38120-2177","Reported","376",
"2016","6540120","250038","Merit Health Madison","161 River Oaks Drive","Canton","MS","39046-5375","1194770404","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Reported","1263",
"2016","6540123","251315","Baptist Medical Center Leake","1100 Highway 16 E","Carthage","MS","39051-3809","1205112539","Nongovt. (not-for-profit) - Other","9/1/2015","366","8/31/2016","Y","Y","5991625","Baptist Memorial Health Care Corporation","Memphis","TN","38120-2177","Reported","836",
"2016","6540130","251309","Field Memorial Community Hospital","178 Highway 24","Centreville","MS","39631-4171","1770574048","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","537",
"2016","6540135","251304","Tallahatchie General Hospital","201 South Market","Charleston","MS","38921-2236","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","425",
"2016","6540156","250042","Merit Health Northwest Mississippi","1970 Hospital Drive","Clarksdale","MS","38614-7202","1376584110","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Reported","3161",
"2016","6540161","250093","Bolivar Medical Center","901 East Sunflower Road","Cleveland","MS","38732-2833","1457321036","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990180","LifePoint Health","Brentwood","TN","37027-4536","Reported","3163",
"2016","6540165","251325","Covington County Hospital","Gerald McRaney Street","Collins","MS","39428-3899","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","538",
"2016","6540170","250085","Marion General Hospital","1560 Sumrall Road","Columbia","MS","39429-2654","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","973",
"2016","6540206","250009","Magnolia Regional Health Center","611 Alcorn Drive","Corinth","MS","38834-9321","","Govt. (non federal) - City-county","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","8679",
"2016","6540210","250136","Merit Health Woman's Hospital","1026 North Flowood Drive","Flowood","MS","39232-9532","1285681841","Investor-owned; for-profit - Corporation","","0","","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Estimated","1878",
"2016","6540215","250058","South Central Regional Medical Center","1220 Jefferson Street","Laurel","MS","39440-4374","1619973542","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","7605",
"2016","6540235","251300","Lackey Memorial Hospital","330 Broad Street","Forest","MS","39074-3508","1306909734","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1079",
"2016","6540280","250099","Greenwood Leflore Hospital","1401 River Road","Greenwood","MS","38930-4030","1699714717","Govt. (non federal) - City-county","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","6090",
"2016","6540290","250168","University of Mississippi Medical Center Grenada","960 Avent Drive","Grenada","MS","38901-5230","1386644789","Govt. (non federal) - State","7/1/2015","366","6/30/2016","Y","Y","5990915","University Hospitals and Health System","Jackson","MS","39216-4500","Reported","2583",
"2016","6540295","250123","Garden Park Medical Center","15200 Community Road","Gulfport","MS","39503-3085","1598719577","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990048","HCA Healthcare","Nashville","TN","37203-1548","Reported","3788",
"2016","6540300","250019","Memorial Hospital at Gulfport","4500 13th Street","Gulfport","MS","39501-2569","1073606901","Govt. (non federal) - City-county","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","16496",
"2016","6540315","250078","Forrest General Hospital","6051 U S Highway 49","Hattiesburg","MS","39401-7200","1225041809","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","28759",
"2016","6540320","250094","Merit Health Wesley","5001 Hardy Street","Hattiesburg","MS","39402-1308","1841241841","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Reported","7043",
"2016","6540332","251327","Copiah County Medical Center","27190 Highway 28","Hazlehurst","MS","39083-2228","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","760",
"2016","6540335","250012","Alliance HealthCare System","1430 Highway 4 East","Holly Springs","MS","38635-2140","1295826337","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","622",
"2016","6540340","250017","Trace Regional Hospital","Highway 8 East","Houston","MS","38851-9396","1366465502","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990237","Sunlink Health Systems","Atlanta","GA","30339-3005","Reported","593",
"2016","6540355","250095","South Sunflower County Hospital","121 East Baker Street","Indianola","MS","38751-2498","1184679292","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1196",
"2016","6540359","250002","North Mississippi Medical Center-Iuka","1777 Curtis Drive","Iuka","MS","38852-1001","","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990032","North Mississippi Health Services, Inc.","Tupelo","MS","38801-4996","Reported","634",
"2016","6540365","250072","Merit Health Central","1850 Chadwick Drive","Jackson","MS","39204-3479","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Reported","8262",
"2016","6540371","250152","Methodist Rehabilitation Center","1350 Woodrow Wilson Drive","Jackson","MS","39216-5198","","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","","","","","","","Reported","1288",
"2016","6540385","250138","Merit Health River Oaks","1030 River Oaks Drive","Flowood","MS","39232-9553","1396792032","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Reported","4590",
"2016","6540390","250048","St. Dominic-Jackson Memorial Hospital","969 Lakeland Drive","Jackson","MS","39216-4606","1306876065","Nongovt. (not-for-profit) - Church Operated","1/1/2016","366","12/31/2016","Y","","","","","","","Reported","37941",
"2016","6540410","","G.V. (Sonny) Montgomery Veterans Affairs Medical Center","1500 East Woodrow Wilson Drive","Jackson","MS","39216-5199","","Govt. (federal) - Veterans' Affairs","","0","","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001","Estimated","5375",
"2016","6540413","252013","Allegiance Specialty Hospital of Greenville","300 South Washington Avenue, 3rd Floor","Greenville","MS","38701-4719","","Investor-owned; for-profit - Corporation","11/1/2015","366","10/31/2016","Y","Y","5990413","Allegiance Health Management","Shreveport","LA","71101-3526","Reported","443",
"2016","6540416","250167","Methodist Olive Branch Hospital","4250 Bethel Road","Olive Branch","MS","38654-8737","","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5999345","Methodist Le Bonheur Healthcare","Memphis","TN","38104-6600","Reported","1782",
"2016","6540420","251336","Baptist Medical Center Attala","220 Highway 12 West","Kosciusko","MS","39090-3208","1427099142","Nongovt. (not-for-profit) - Other","9/1/2015","366","8/31/2016","Y","Y","5991625","Baptist Memorial Health Care Corporation","Memphis","TN","38120-2177","Reported","723",
"2016","6540450","251319","University of Mississippi Medical Center Holmes County","239 Bowling Green Road","Lexington","MS","39095-5167","1386630705","Govt. (non federal) - State","7/1/2015","366","6/30/2016","Y","Y","5990915","University Hospitals and Health System","Jackson","MS","39216-4500","Reported","356",
"2016","6540455","250027","Winston Medical Center","562 East Main Street","Louisville","MS","39339-2742","1073597126","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","894",
"2016","6540457","250036","George Regional Hospital","859 Winter Street","Lucedale","MS","39452-6603","1023074028","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1006",
"2016","6540460","251307","Noxubee General Hospital","606 North Jefferson Street","Macon","MS","39341-2242","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","625",
"2016","6540470","250124","Magee General Hospital","300 Third Avenue SE","Magee","MS","39111-3698","","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1095",
"2016","6540475","250049","Beacham Memorial Hospital","205 North Cherry Street","Magnolia","MS","39652-2819","1417969700","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","","","","","","","Reported","1205",
"2016","6540501","250097","Southwest Mississippi Regional Medical Center","215 Marion Avenue","McComb","MS","39648-2705","1407805971","Govt. (non federal) - Hospital district","","0","","","Y","5990652","Southwest Health Systems","Mccomb","MS","39648-2705","Estimated","6517",
"2016","6540505","251330","Franklin County Memorial Hospital","40 Union Church Road","Meadville","MS","39653-8336","","Govt. (non federal) - County","5/1/2015","366","4/30/2016","Y","","","","","","","Reported","346",
"2016","6540509","251317","Simpson General Hospital","1842 Simpson Highway 149","Mendenhall","MS","39114-3438","","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","","","","","","","Reported","642",
"2016","6540510","250104","Anderson Regional Health System","2124 14th Street","Meridian","MS","39301-4040","1649226952","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","12730",
"2016","6540515","254005","Parkwood Behavioral Health System","8135 Goodman Road","Olive Branch","MS","38654-2103","1093785859","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121","Reported","3088",
"2016","6540530","","East Mississippi State Hospital","1818 College Drive","Meridian","MS","39307","","Govt. (non federal) - State","7/1/2015","366","6/30/2016","Y","Y","5990017","Mississippi State Department of Mental Health","Jackson","MS","39201-1101","Reported","1004",
"2016","6540575","250081","Anderson Regional Health System South","1102 Constitution Avenue","Meridian","MS","39301-4001","1215233986","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1239",
"2016","6540580","250069","Rush Foundation Hospital","1314 19th Avenue","Meridian","MS","39301-4195","","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990220","Rush Health Systems","Meridian","MS","39301-4116","Reported","6510",
"2016","6540590","250151","Alliance Health Center","5000 Highway 39 North","Meridian","MS","39301-1021","1831184951","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121","Reported","2812",
"2016","6540598","251305","Lawrence County Hospital","Highway 84 East","Monticello","MS","39654-0788","1932211851","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","Y","5990652","Southwest Health Systems","Mccomb","MS","39648-2705","Reported","493",
"2016","6540607","250084","Merit Health Natchez","54 Seargent 'S' Prentiss Drive","Natchez","MS","39120-4726","","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Reported","4074",
"2016","6540657","250006","Baptist Memorial Hospital-Union County","200 Highway 30 West","New Albany","MS","38652-3112","1780648352","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5991625","Baptist Memorial Health Care Corporation","Memphis","TN","38120-2177","Reported","3206",
"2016","6540693","250034","Baptist Memorial Hospital-North Mississippi","2301 South Lamar Boulevard","Oxford","MS","38655-5373","1053375576","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5991625","Baptist Memorial Health Care Corporation","Memphis","TN","38120-2177","Reported","7747",
"2016","6540710","250127","Choctaw Health Center","210 Hospital Circle","Philadelphia","MS","39350-6781","","Govt. (federal) - Public Service Other","","0","","","","","","","","","Estimated","677",
"2016","6540730","250117","Highland Community Hospital","130 Highland Parkway","Picayune","MS","39466-5574","1053350462","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1864",
"2016","6540740","251308","North Mississippi Medical Center-Pontotoc","176 South Main Street","Pontotoc","MS","38863-3311","","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990032","North Mississippi Health Services, Inc.","Tupelo","MS","38801-4996","Reported","554",
"2016","6540752","251326","Jefferson Davis Community Hospital","1102 Rose Street","Prentiss","MS","39474-5200","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","346",
"2016","6540753","251320","Claiborne County Medical Center","123 McComb Avenue","Port Gibson","MS","39150-2915","1801047451","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","578",
"2016","6540754","251316","H. C. Watkins Memorial Hospital","605 South Archusa Avenue","Quitman","MS","39355-2331","","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990220","Rush Health Systems","Meridian","MS","39301-4116","Reported","441",
"2016","6540755","250010","Tippah County Hospital","1005 City Avenue North","Ripley","MS","38663-1414","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","556",
"2016","6540775","251318","North Sunflower Medical Center","840 North Oak Avenue","Ruleville","MS","38771-3227","1508913609","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","888",
"2016","6540785","250050","OCH Regional Medical Center","400 Hospital Road","Starkville","MS","39759-2163","1154310514","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","2507",
"2016","6540790","250126","North Oak Regional Medical Center","401 Getwell Drive","Senatobia","MS","38668-2213","1205811304","Investor-owned; for-profit - Corporation","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","834",
"2016","6540810","250004","North Mississippi Medical Center - Tupelo","830 South Gloster Street","Tupelo","MS","38801-4934","1598875460","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990032","North Mississippi Health Services, Inc.","Tupelo","MS","38801-4996","Reported","26631",
"2016","6540825","251324","Walthall County General Hospital","100 Hospital Drive","Tylertown","MS","39667-2099","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","363",
"2016","6540840","251322","Laird Hospital","25117 Highway 15","Union","MS","39365-9099","","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990220","Rush Health Systems","Meridian","MS","39301-4116","Reported","454",
"2016","6540891","250061","Yalobusha General Hospital","630 South Main","Water Valley","MS","38965-3468","1649397308","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","781",
"2016","6540905","250067","North Mississippi Medical Center-West Point","835 Medical Center Drive","West Point","MS","39773-9320","1639284409","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990032","North Mississippi Health Services, Inc.","Tupelo","MS","38801-4996","Reported","1369",
"2016","654090A","250077","Wayne General Hospital","950 Matthew Drive","Waynesboro","MS","39367-2590","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1993",
"2016","6540920","251312","Tyler Holmes Memorial Hospital","409 Tyler Holmes Drive","Winona","MS","38967-1599","1205868627","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","473",
"2016","6540930","251313","Baptist Medical Center Yazoo","823 Grand Avenue","Yazoo City","MS","39194-3233","1619918075","Nongovt. (not-for-profit) - Other","9/1/2015","366","8/31/2016","Y","Y","5991625","Baptist Memorial Health Care Corporation","Memphis","TN","38120-2177","Reported","855",
